#Linear Position. Run #6
#Time ( s )	Linear Position ( m )
0.0000	-11.141
0.0250	-11.627
0.0500	-12.262
0.0750	-13.010
0.1000	-13.758
0.1250	-14.468
0.1500	-15.029
0.1750	-15.328
0.2000	-15.403
0.2250	-15.178
0.2500	-14.767
0.2750	-14.169
0.3000	-13.459
0.3250	-12.674
0.3500	-11.926
0.3750	-11.328
0.4000	-10.916
0.4250	-10.767
0.4500	-10.879
0.4750	-11.253
0.5000	-11.814
0.5250	-12.524
0.5500	-13.309
0.5750	-14.057
0.6000	-14.730
0.6250	-15.178
0.6500	-15.403
0.6750	-15.365
0.7000	-15.029
0.7250	-14.543
0.7500	-13.870
0.7750	-13.160
0.8000	-12.412
0.8250	-11.739
0.8500	-11.215
0.8750	-10.879
0.9000	-10.842
0.9250	-11.029
0.9500	-11.440
0.9750	-12.075
1.0000	-12.786
1.0250	-13.533
1.0500	-14.281
1.0750	-14.879
1.1000	-15.290
1.1250	-15.403
1.1500	-15.290
1.1750	-14.917
1.2000	-14.393
1.2250	-13.720
1.2500	-12.973
1.2750	-12.225
1.3000	-11.589
1.3250	-11.103
1.3500	-10.842
1.3750	-10.842
1.4000	-11.103
1.4250	-11.589
1.4500	-12.225
1.4750	-12.973
1.5000	-13.720
1.5250	-14.431
1.5500	-14.991
1.5750	-15.290
1.6000	-15.365
1.6250	-15.178
1.6500	-14.767
1.6750	-14.206
1.7000	-13.496
1.7250	-12.748
1.7500	-12.001
1.7750	-11.402
1.8000	-10.954
1.8250	-10.804
1.8500	-10.879
1.8750	-11.215
1.9000	-11.739
1.9250	-12.449
1.9500	-13.234
1.9750	-13.982
2.0000	-14.692
2.0250	-15.178
2.0500	-15.403
2.0750	-15.403
2.1000	-15.141
2.1250	-14.618
2.1500	-13.982
2.1750	-13.234
2.2000	-12.487
2.2250	-11.776
2.2500	-11.215
2.2750	-10.879
2.3000	-10.804
2.3250	-10.991
2.3500	-11.402
2.3750	-12.001
2.4000	-12.748
2.4250	-13.496
2.4500	-14.244
2.4750	-14.842
2.5000	-15.290
2.5250	-15.440
2.5500	-15.328
2.5750	-14.954
2.6000	-14.431
2.6250	-13.758
2.6500	-12.973
2.6750	-12.225
2.7000	-11.552
