#Linear Position. Run #4
#Time ( s )	Linear Position ( m )
0.0000	-12.860
0.0250	-12.636
0.0500	-12.487
0.0750	-12.487
0.1000	-12.487
0.1250	-12.599
0.1500	-12.748
0.1750	-12.935
0.2000	-13.197
0.2250	-13.496
0.2500	-13.795
0.2750	-14.094
0.3000	-14.393
0.3250	-14.618
0.3500	-14.804
0.3750	-14.917
0.4000	-14.954
0.4250	-14.917
0.4500	-14.804
0.4750	-14.618
0.5000	-14.468
0.5250	-14.281
0.5500	-14.057
0.5750	-13.795
0.6000	-13.571
0.6250	-13.309
0.6500	-13.085
0.6750	-12.823
0.7000	-12.674
0.7250	-12.599
0.7500	-12.561
0.7750	-12.599
0.8000	-12.674
0.8250	-12.786
0.8500	-12.935
0.8750	-13.160
0.9000	-13.421
0.9250	-13.683
0.9500	-13.945
0.9750	-14.244
1.0000	-14.505
1.0250	-14.692
1.0500	-14.842
1.0750	-14.879
1.1000	-14.842
1.1250	-14.767
1.1500	-14.655
1.1750	-14.505
1.2000	-14.318
1.2250	-14.094
1.2500	-13.870
1.2750	-13.608
1.3000	-13.309
1.3250	-13.047
1.3500	-12.823
1.3750	-12.674
1.4000	-12.561
1.4250	-12.561
1.4500	-12.599
1.4750	-12.636
1.5000	-12.748
1.5250	-12.898
1.5500	-13.122
1.5750	-13.346
1.6000	-13.608
1.6250	-13.907
1.6500	-14.206
1.6750	-14.468
1.7000	-14.655
1.7250	-14.804
1.7500	-14.842
1.7750	-14.842
1.8000	-14.767
1.8250	-14.655
1.8500	-14.543
1.8750	-14.356
1.9000	-14.132
1.9250	-13.907
1.9500	-13.646
1.9750	-13.346
2.0000	-13.085
2.0250	-12.823
2.0500	-12.674
2.0750	-12.561
2.1000	-12.524
2.1250	-12.561
2.1500	-12.636
2.1750	-12.748
2.2000	-12.935
2.2250	-13.160
2.2500	-13.384
2.2750	-13.646
2.3000	-13.907
2.3250	-14.206
2.3500	-14.431
2.3750	-14.618
2.4000	-14.767
2.4250	-14.842
2.4500	-14.842
2.4750	-14.804
2.5000	-14.655
2.5250	-14.543
2.5500	-14.356
2.5750	-14.132
2.6000	-13.907
2.6250	-13.646
2.6500	-13.346
2.6750	-13.085
2.7000	-12.860
2.7250	-12.674
2.7500	-12.561
2.7750	-12.524
2.8000	-12.561
2.8250	-12.636
2.8500	-12.748
2.8750	-12.935
2.9000	-13.160
2.9250	-13.346
2.9500	-13.608
2.9750	-13.870
3.0000	-14.132
3.0250	-14.356
3.0500	-14.580
3.0750	-14.730
3.1000	-14.804
3.1250	-14.804
3.1500	-14.767
3.1750	-14.655
3.2000	-14.505
3.2250	-14.356
3.2500	-14.169
3.2750	-13.945
3.3000	-13.683
3.3250	-13.421
3.3500	-13.160
3.3750	-12.898
3.4000	-12.711
3.4250	-12.561
3.4500	-12.524
3.4750	-12.524
3.5000	-12.599
3.5250	-12.748
3.5500	-12.898
3.5750	-13.085
3.6000	-13.346
3.6250	-13.571
3.6500	-13.870
3.6750	-14.132
3.7000	-14.356
3.7250	-14.580
3.7500	-14.767
3.7750	-14.804
3.8000	-14.804
3.8250	-14.767
3.8500	-14.655
3.8750	-14.543
3.9000	-14.393
3.9250	-14.206
3.9500	-13.982
3.9750	-13.758
4.0000	-13.459
4.0250	-13.197
4.0500	-12.898
4.0750	-12.711
4.1000	-12.561
4.1250	-12.487
4.1500	-12.487
4.1750	-12.599
4.2000	-12.711
4.2250	-12.860
4.2500	-13.085
4.2750	-13.309
4.3000	-13.571
4.3250	-13.832
4.3500	-14.132
4.3750	-14.393
4.4000	-14.580
4.4250	-14.767
4.4500	-14.842
4.4750	-14.842
4.5000	-14.767
4.5250	-14.655
4.5500	-14.543
4.5750	-14.393
4.6000	-14.244
4.6250	-14.019
4.6500	-13.758
4.6750	-13.496
4.7000	-13.197
4.7250	-12.935
4.7500	-12.711
4.7750	-12.561
4.8000	-12.487
4.8250	-12.487
4.8500	-12.561
4.8750	-12.674
4.9000	-12.860
4.9250	-13.047
4.9500	-13.309
4.9750	-13.571
5.0000	-13.832
5.0250	-14.094
5.0500	-14.356
5.0750	-14.580
5.1000	-14.730
5.1250	-14.804
5.1500	-14.804
5.1750	-14.730
5.2000	-14.655
5.2250	-14.543
5.2500	-14.431
5.2750	-14.244
5.3000	-14.057
5.3250	-13.832
5.3500	-13.533
5.3750	-13.272
5.4000	-12.973
5.4250	-12.748
5.4500	-12.561
5.4750	-12.487
5.5000	-12.449
5.5250	-12.524
5.5500	-12.636
5.5750	-12.823
5.6000	-13.047
5.6250	-13.272
5.6500	-13.533
5.6750	-13.832
5.7000	-14.094
5.7250	-14.356
5.7500	-14.543
5.7750	-14.692
5.8000	-14.804
5.8250	-14.804
5.8500	-14.730
5.8750	-14.655
5.9000	-14.543
5.9250	-14.431
5.9500	-14.281
5.9750	-14.094
6.0000	-13.870
6.0250	-13.608
6.0500	-13.309
6.0750	-13.047
6.1000	-12.786
6.1250	-12.599
6.1500	-12.487
6.1750	-12.449
6.2000	-12.524
6.2250	-12.636
6.2500	-12.823
6.2750	-13.047
6.3000	-13.272
6.3250	-13.533
6.3500	-13.795
6.3750	-14.057
6.4000	-14.318
6.4250	-14.505
6.4500	-14.692
6.4750	-14.767
6.5000	-14.804
6.5250	-14.767
6.5500	-14.692
6.5750	-14.580
6.6000	-14.468
6.6250	-14.318
6.6500	-14.132
6.6750	-13.907
6.7000	-13.646
6.7250	-13.346
6.7500	-13.047
6.7750	-12.786
6.8000	-12.599
6.8250	-12.487
6.8500	-12.449
6.8750	-12.487
6.9000	-12.636
6.9250	-12.786
6.9500	-12.973
6.9750	-13.234
7.0000	-13.496
7.0250	-13.758
7.0500	-14.057
7.0750	-14.281
7.1000	-14.505
7.1250	-14.692
7.1500	-14.767
7.1750	-14.804
7.2000	-14.767
7.2250	-14.730
7.2500	-14.618
7.2750	-14.468
7.3000	-14.318
7.3250	-14.132
7.3500	-13.907
7.3750	-13.646
7.4000	-13.384
7.4250	-13.085
7.4500	-12.786
7.4750	-12.599
7.5000	-12.449
7.5250	-12.412
7.5500	-12.449
7.5750	-12.561
7.6000	-12.711
7.6250	-12.935
7.6500	-13.234
7.6750	-13.533
7.7000	-13.832
7.7250	-14.132
7.7500	-14.356
7.7750	-14.580
7.8000	-14.730
7.8250	-14.842
7.8500	-14.842
7.8750	-14.804
7.9000	-14.730
7.9250	-14.618
7.9500	-14.468
7.9750	-14.281
8.0000	-14.094
8.0250	-13.832
8.0500	-13.571
8.0750	-13.309
8.1000	-13.047
8.1250	-12.786
8.1500	-12.636
8.1750	-12.487
8.2000	-12.487
8.2250	-12.524
8.2500	-12.636
8.2750	-12.748
8.3000	-12.935
8.3250	-13.197
8.3500	-13.459
8.3750	-13.720
8.4000	-13.982
8.4250	-14.244
8.4500	-14.468
8.4750	-14.655
8.5000	-14.767
8.5250	-14.804
8.5500	-14.804
8.5750	-14.692
8.6000	-14.618
8.6250	-14.505
8.6500	-14.356
8.6750	-14.132
8.7000	-13.945
8.7250	-13.683
8.7500	-13.421
8.7750	-13.160
8.8000	-12.898
8.8250	-12.674
8.8500	-12.561
8.8750	-12.487
8.9000	-12.487
8.9250	-12.599
8.9500	-12.748
8.9750	-12.935
9.0000	-13.160
9.0250	-13.421
9.0500	-13.720
9.0750	-13.982
9.1000	-14.244
9.1250	-14.468
9.1500	-14.655
9.1750	-14.767
9.2000	-14.804
9.2250	-14.804
9.2500	-14.730
9.2750	-14.618
9.3000	-14.505
9.3250	-14.356
9.3500	-14.169
9.3750	-13.945
9.4000	-13.683
9.4250	-13.384
9.4500	-13.122
9.4750	-12.898
9.5000	-12.674
9.5250	-12.561
9.5500	-12.524
9.5750	-12.524
9.6000	-12.599
9.6250	-12.748
9.6500	-12.935
9.6750	-13.160
9.7000	-13.384
9.7250	-13.646
9.7500	-13.945
9.7750	-14.206
9.8000	-14.431
9.8250	-14.618
9.8500	-14.767
9.8750	-14.804
9.9000	-14.804
9.9250	-14.730
9.9500	-14.655
9.9750	-14.543
10.0000	-14.356
10.0250	-14.169
10.0500	-13.945
10.0750	-13.683
10.1000	-13.384
10.1250	-13.122
10.1500	-12.860
10.1750	-12.674
10.2000	-12.561
10.2250	-12.487
10.2500	-12.524
10.2750	-12.599
10.3000	-12.748
10.3250	-12.935
10.3500	-13.122
10.3750	-13.384
10.4000	-13.646
10.4250	-13.945
10.4500	-14.206
10.4750	-14.431
10.5000	-14.655
10.5250	-14.767
10.5500	-14.842
10.5750	-14.842
10.6000	-14.767
10.6250	-14.655
10.6500	-14.543
10.6750	-14.356
10.7000	-14.169
10.7250	-13.907
10.7500	-13.646
10.7750	-13.346
10.8000	-13.085
10.8250	-12.823
10.8500	-12.636
10.8750	-12.524
10.9000	-12.487
10.9250	-12.524
10.9500	-12.599
10.9750	-12.748
11.0000	-12.898
11.0250	-13.085
11.0500	-13.346
11.0750	-13.646
11.1000	-13.907
11.1250	-14.169
11.1500	-14.431
11.1750	-14.618
11.2000	-14.767
11.2250	-14.804
11.2500	-14.804
11.2750	-14.730
11.3000	-14.655
11.3250	-14.543
11.3500	-14.431
11.3750	-14.244
11.4000	-14.019
11.4250	-13.720
11.4500	-13.421
11.4750	-13.122
11.5000	-12.860
11.5250	-12.636
11.5500	-12.487
11.5750	-12.449
11.6000	-12.487
11.6250	-12.599
11.6500	-12.711
11.6750	-12.898
11.7000	-13.085
11.7250	-13.346
11.7500	-13.646
11.7750	-13.907
11.8000	-14.206
11.8250	-14.431
11.8500	-14.655
11.8750	-14.767
11.9000	-14.804
11.9250	-14.804
11.9500	-14.730
11.9750	-14.618
12.0000	-14.543
12.0250	-14.393
12.0500	-14.244
12.0750	-14.019
12.1000	-13.758
12.1250	-13.459
12.1500	-13.160
12.1750	-12.898
12.2000	-12.674
12.2250	-12.487
12.2500	-12.449
12.2750	-12.449
12.3000	-12.524
12.3250	-12.674
12.3500	-12.860
12.3750	-13.085
12.4000	-13.346
12.4250	-13.646
12.4500	-13.945
12.4750	-14.206
12.5000	-14.468
12.5250	-14.692
12.5500	-14.804
12.5750	-14.842
12.6000	-14.804
12.6250	-14.730
12.6500	-14.618
12.6750	-14.505
12.7000	-14.356
12.7250	-14.206
12.7500	-13.982
12.7750	-13.758
12.8000	-13.496
12.8250	-13.197
