#Angular Position. Run #7
#Time ( s )	Angular Position ( rad )
0.0000	-1.219
0.0250	-1.217
0.0500	-1.216
0.0750	-1.213
0.1000	-1.200
0.1250	-1.178
0.1500	-1.150
0.1750	-1.115
0.2000	-1.076
0.2250	-1.032
0.2500	-0.985
0.2750	-0.933
0.3000	-0.880
0.3250	-0.825
0.3500	-0.768
0.3750	-0.710
0.4000	-0.653
0.4250	-0.597
0.4500	-0.540
0.4750	-0.484
0.5000	-0.430
0.5250	-0.379
0.5500	-0.328
0.5750	-0.281
0.6000	-0.234
0.6250	-0.193
0.6500	-0.152
0.6750	-0.116
0.7000	-0.082
0.7250	-0.052
0.7500	-0.025
0.7750	-0.002
0.8000	0.020
0.8250	0.039
0.8500	0.057
0.8750	0.071
0.9000	0.082
0.9250	0.093
0.9500	0.101
0.9750	0.107
1.0000	0.112
1.0250	0.113
1.0500	0.116
1.0750	0.116
1.1000	0.116
1.1250	0.115
1.1500	0.113
1.1750	0.112
1.2000	0.108
1.2250	0.105
1.2500	0.101
1.2750	0.097
1.3000	0.094
1.3250	0.090
1.3500	0.086
1.3750	0.082
1.4000	0.079
1.4250	0.074
1.4500	0.069
1.4750	0.066
1.5000	0.063
1.5250	0.058
1.5500	0.055
1.5750	0.052
1.6000	0.049
1.6250	0.046
1.6500	0.042
1.6750	0.039
1.7000	0.038
1.7250	0.036
1.7500	0.033
1.7750	0.031
1.8000	0.030
1.8250	0.028
1.8500	0.027
1.8750	0.025
1.9000	0.025
1.9250	0.024
1.9500	0.024
1.9750	0.022
2.0000	0.022
2.0250	0.022
2.0500	0.020
2.0750	0.020
2.1000	0.020
2.1250	0.020
2.1500	0.020
2.1750	0.020
2.2000	0.020
2.2250	0.020
2.2500	0.020
2.2750	0.020
2.3000	0.020
2.3250	0.020
2.3500	0.020
2.3750	0.020
2.4000	0.020
2.4250	0.020
2.4500	0.020
2.4750	0.020
2.5000	0.020
2.5250	0.020
2.5500	0.020
2.5750	0.020
2.6000	0.020
2.6250	0.020
2.6500	0.020
2.6750	0.020
2.7000	0.020
2.7250	0.020
2.7500	0.020
2.7750	0.020
2.8000	0.020
2.8250	0.020
2.8500	0.020
2.8750	0.020
2.9000	0.020
2.9250	0.020
2.9500	0.020
2.9750	0.020
3.0000	0.020
3.0250	0.020
3.0500	0.020
3.0750	0.020
3.1000	0.020
3.1250	0.020
3.1500	0.020
3.1750	0.020
3.2000	0.020
3.2250	0.020
3.2500	0.020
3.2750	0.020
3.3000	0.020
3.3250	0.020
3.3500	0.020
3.3750	0.020
3.4000	0.020
3.4250	0.020
3.4500	0.020
3.4750	0.020
3.5000	0.020
3.5250	0.020
