#Linear Position. Run #12
#Time ( s )	Linear Position ( m )
0.0000	-0.262
0.0250	-0.224
0.0500	-0.187
0.0750	-0.187
0.1000	-0.187
0.1250	-0.187
0.1500	-0.187
0.1750	-0.187
0.2000	-0.187
0.2250	-0.224
0.2500	-0.262
0.2750	-0.336
0.3000	-0.411
0.3250	-0.523
0.3500	-0.636
0.3750	-0.785
0.4000	-0.897
0.4250	-1.047
0.4500	-1.159
0.4750	-1.271
0.5000	-1.383
0.5250	-1.458
0.5500	-1.533
0.5750	-1.608
0.6000	-1.682
0.6250	-1.720
0.6500	-1.757
0.6750	-1.757
0.7000	-1.794
0.7250	-1.794
0.7500	-1.794
0.7750	-1.794
0.8000	-1.794
0.8250	-1.757
0.8500	-1.757
0.8750	-1.645
0.9000	-1.608
0.9250	-1.533
0.9500	-1.495
0.9750	-1.308
1.0000	-1.159
1.0250	-0.972
1.0500	-0.860
1.0750	-0.710
1.1000	-0.598
1.1250	-0.486
1.1500	-0.449
1.1750	-0.374
1.2000	-0.336
1.2250	-0.224
1.2500	-0.187
1.2750	-0.187
1.3000	-0.150
1.3250	-0.112
1.3500	-0.112
1.3750	-0.112
1.4000	-0.112
1.4250	-0.150
1.4500	-0.187
1.4750	-0.262
1.5000	-0.336
1.5250	-0.449
1.5500	-0.561
1.5750	-0.636
1.6000	-0.785
1.6250	-0.897
1.6500	-0.972
1.6750	-1.084
1.7000	-1.196
1.7250	-1.308
1.7500	-1.421
1.7750	-1.533
1.8000	-1.645
1.8250	-1.720
1.8500	-1.794
1.8750	-1.794
1.9000	-1.794
1.9250	-1.832
1.9500	-1.832
1.9750	-1.832
2.0000	-1.832
2.0250	-1.832
2.0500	-1.832
2.0750	-1.757
2.1000	-1.720
2.1250	-1.645
2.1500	-1.570
2.1750	-1.458
2.2000	-1.383
2.2250	-1.234
2.2500	-1.122
2.2750	-0.972
2.3000	-0.822
2.3250	-0.710
2.3500	-0.598
2.3750	-0.523
2.4000	-0.411
2.4250	-0.336
2.4500	-0.299
2.4750	-0.262
2.5000	-0.187
2.5250	-0.187
2.5500	-0.150
2.5750	-0.150
2.6000	-0.150
2.6250	-0.150
2.6500	-0.150
2.6750	-0.187
2.7000	-0.224
2.7250	-0.262
