#Angular Position. Run #7
#Time ( s )	Angular Position ( rad )
0.0000	-2.056
0.0250	-2.062
0.0500	-2.069
0.0750	-2.077
0.1000	-2.083
0.1250	-2.091
0.1500	-2.097
0.1750	-2.105
0.2000	-2.113
0.2250	-2.119
0.2500	-2.128
0.2750	-2.136
0.3000	-2.144
0.3250	-2.154
0.3500	-2.163
0.3750	-2.171
0.4000	-2.180
0.4250	-2.188
0.4500	-2.196
0.4750	-2.204
0.5000	-2.212
0.5250	-2.218
0.5500	-2.224
0.5750	-2.232
0.6000	-2.238
0.6250	-2.245
0.6500	-2.251
0.6750	-2.256
0.7000	-2.262
0.7250	-2.268
0.7500	-2.275
0.7750	-2.279
0.8000	-2.284
0.8250	-2.289
0.8500	-2.293
0.8750	-2.298
0.9000	-2.303
0.9250	-2.308
0.9500	-2.311
0.9750	-2.312
1.0000	-2.303
1.0250	-2.273
1.0500	-2.224
1.0750	-2.155
1.1000	-2.067
1.1250	-1.962
1.1500	-1.841
1.1750	-1.703
1.2000	-1.549
1.2250	-1.384
1.2500	-1.206
1.2750	-1.018
1.3000	-0.823
1.3250	-0.620
1.3500	-0.412
1.3750	-0.199
1.4000	0.013
1.4250	0.226
1.4500	0.435
1.4750	0.642
1.5000	0.844
1.5250	1.037
1.5500	1.222
1.5750	1.396
1.6000	1.560
1.6250	1.709
1.6500	1.846
1.6750	1.965
1.7000	2.067
1.7250	2.152
1.7500	2.216
1.7750	2.264
1.8000	2.290
1.8250	2.297
1.8500	2.284
1.8750	2.249
1.9000	2.198
1.9250	2.125
1.9500	2.036
1.9750	1.929
2.0000	1.806
2.0250	1.668
2.0500	1.516
2.0750	1.352
2.1000	1.177
2.1250	0.993
2.1500	0.803
2.1750	0.603
2.2000	0.401
2.2250	0.195
2.2500	-0.013
2.2750	-0.218
2.3000	-0.423
2.3250	-0.624
2.3500	-0.818
2.3750	-1.005
2.4000	-1.184
2.4250	-1.352
2.4500	-1.510
2.4750	-1.652
2.5000	-1.781
2.5250	-1.894
2.5500	-1.992
2.5750	-2.070
2.6000	-2.132
2.6250	-2.172
2.6500	-2.194
2.6750	-2.199
2.7000	-2.182
2.7250	-2.147
2.7500	-2.094
2.7750	-2.022
2.8000	-1.932
2.8250	-1.825
2.8500	-1.704
2.8750	-1.568
2.9000	-1.418
2.9250	-1.257
2.9500	-1.084
2.9750	-0.903
3.0000	-0.713
3.0250	-0.520
3.0500	-0.320
3.0750	-0.118
3.1000	0.085
3.1250	0.286
3.1500	0.484
3.1750	0.679
3.2000	0.867
3.2250	1.049
3.2500	1.222
3.2750	1.384
3.3000	1.535
3.3250	1.671
3.3500	1.795
3.3750	1.904
3.4000	1.995
3.4250	2.069
3.4500	2.127
3.4750	2.165
3.5000	2.183
3.5250	2.185
3.5500	2.166
3.5750	2.130
3.6000	2.073
3.6250	2.001
3.6500	1.910
3.6750	1.805
3.7000	1.684
3.7250	1.550
3.7500	1.401
3.7750	1.243
3.8000	1.074
3.8250	0.897
3.8500	0.715
3.8750	0.525
3.9000	0.331
3.9250	0.135
3.9500	-0.063
3.9750	-0.258
4.0000	-0.451
4.0250	-0.641
4.0500	-0.823
4.0750	-0.999
4.1000	-1.167
4.1250	-1.324
4.1500	-1.470
4.1750	-1.602
4.2000	-1.722
4.2250	-1.824
4.2500	-1.912
4.2750	-1.982
4.3000	-2.036
4.3250	-2.072
4.3500	-2.088
4.3750	-2.086
4.4000	-2.067
4.4250	-2.029
4.4500	-1.973
4.4750	-1.901
4.5000	-1.813
4.5250	-1.709
4.5500	-1.590
4.5750	-1.458
4.6000	-1.312
4.6250	-1.156
4.6500	-0.990
4.6750	-0.815
4.7000	-0.635
4.7250	-0.449
4.7500	-0.259
4.7750	-0.066
4.8000	0.126
4.8250	0.316
4.8500	0.504
4.8750	0.688
4.9000	0.866
4.9250	1.037
4.9500	1.199
4.9750	1.351
5.0000	1.491
5.0250	1.618
5.0500	1.733
5.0750	1.832
5.1000	1.915
5.1250	1.982
5.1500	2.033
5.1750	2.066
5.2000	2.080
5.2250	2.078
5.2500	2.056
5.2750	2.018
5.3000	1.962
5.3250	1.890
5.3500	1.802
5.3750	1.698
5.4000	1.582
5.4250	1.451
5.4500	1.310
5.4750	1.156
5.5000	0.996
5.5250	0.826
5.5500	0.650
5.5750	0.470
5.6000	0.286
5.6250	0.099
5.6500	-0.088
5.6750	-0.273
5.7000	-0.456
5.7250	-0.635
5.7500	-0.807
5.7750	-0.974
5.8000	-1.131
5.8250	-1.279
5.8500	-1.415
5.8750	-1.539
5.9000	-1.649
5.9250	-1.745
5.9500	-1.827
5.9750	-1.891
6.0000	-1.938
6.0250	-1.968
6.0500	-1.982
6.0750	-1.979
6.1000	-1.959
6.1250	-1.920
6.1500	-1.865
6.1750	-1.794
6.2000	-1.707
6.2250	-1.607
6.2500	-1.491
6.2750	-1.363
6.3000	-1.225
6.3250	-1.074
6.3500	-0.917
6.3750	-0.751
6.4000	-0.578
6.4250	-0.402
6.4500	-0.220
6.4750	-0.038
6.5000	0.145
6.5250	0.325
6.5500	0.503
6.5750	0.677
6.6000	0.845
6.6250	1.005
6.6500	1.158
6.6750	1.301
6.7000	1.433
6.7250	1.552
6.7500	1.659
6.7750	1.750
6.8000	1.828
6.8250	1.890
6.8500	1.935
6.8750	1.963
6.9000	1.976
6.9250	1.971
6.9500	1.951
6.9750	1.912
7.0000	1.858
7.0250	1.788
7.0500	1.703
7.0750	1.604
7.1000	1.492
7.1250	1.368
7.1500	1.233
7.1750	1.087
7.2000	0.935
7.2250	0.773
7.2500	0.606
7.2750	0.435
7.3000	0.259
7.3250	0.083
7.3500	-0.094
7.3750	-0.269
7.4000	-0.441
7.4250	-0.611
7.4500	-0.774
7.4750	-0.931
7.5000	-1.081
7.5250	-1.219
7.5500	-1.346
7.5750	-1.464
7.6000	-1.566
7.6250	-1.657
7.6500	-1.733
7.6750	-1.792
7.7000	-1.836
7.7250	-1.865
7.7500	-1.877
7.7750	-1.872
7.8000	-1.852
7.8250	-1.814
7.8500	-1.761
7.8750	-1.693
7.9000	-1.610
7.9250	-1.514
7.9500	-1.406
7.9750	-1.283
8.0000	-1.151
8.0250	-1.010
8.0500	-0.861
8.0750	-0.702
8.1000	-0.539
8.1250	-0.371
8.1500	-0.201
8.1750	-0.027
8.2000	0.145
8.2250	0.316
8.2500	0.484
8.2750	0.647
8.3000	0.806
8.3250	0.958
8.3500	1.101
8.3750	1.236
8.4000	1.360
8.4250	1.473
8.4500	1.572
8.4750	1.659
8.5000	1.733
8.5250	1.791
8.5500	1.833
8.5750	1.860
8.6000	1.871
8.6250	1.866
8.6500	1.846
8.6750	1.810
8.7000	1.758
8.7250	1.692
8.7500	1.612
8.7750	1.517
8.8000	1.412
8.8250	1.294
8.8500	1.167
8.8750	1.029
8.9000	0.884
8.9250	0.734
8.9500	0.575
8.9750	0.413
9.0000	0.248
9.0250	0.082
9.0500	-0.086
9.0750	-0.251
9.1000	-0.415
9.1250	-0.573
9.1500	-0.729
9.1750	-0.877
9.2000	-1.016
9.2250	-1.148
9.2500	-1.269
9.2750	-1.379
9.3000	-1.477
9.3250	-1.561
9.3500	-1.634
9.3750	-1.690
9.4000	-1.733
9.4250	-1.759
9.4500	-1.770
9.4750	-1.766
9.5000	-1.747
9.5250	-1.711
9.5500	-1.662
9.5750	-1.598
9.6000	-1.521
9.6250	-1.429
9.6500	-1.326
9.6750	-1.213
9.7000	-1.087
9.7250	-0.953
