#Linear Position. Run #8
#Time ( s )	Linear Position ( m )
0.0000	-16.786
0.0250	-18.020
0.0500	-19.029
0.0750	-19.590
0.1000	-19.627
0.1250	-19.066
0.1500	-18.132
0.1750	-16.973
0.2000	-15.851
0.2250	-14.991
0.2500	-14.580
0.2750	-14.767
0.3000	-15.440
0.3250	-16.487
0.3500	-17.646
0.3750	-18.730
0.4000	-19.440
0.4250	-19.627
0.4500	-19.253
0.4750	-18.431
0.5000	-17.309
0.5250	-16.113
0.5500	-15.104
0.5750	-14.543
0.6000	-14.543
0.6250	-15.104
0.6500	-16.113
0.6750	-17.309
0.7000	-18.468
0.7250	-19.328
0.7500	-19.702
0.7750	-19.515
0.8000	-18.805
0.8250	-17.720
0.8500	-16.524
0.8750	-15.440
0.9000	-14.730
0.9250	-14.543
0.9500	-14.917
0.9750	-15.776
1.0000	-16.898
1.0250	-18.057
1.0500	-18.992
1.0750	-19.515
1.1000	-19.478
1.1250	-18.917
1.1500	-17.945
1.1750	-16.823
1.2000	-15.739
1.2250	-14.917
1.2500	-14.618
1.2750	-14.804
1.3000	-15.552
1.3250	-16.599
1.3500	-17.795
1.3750	-18.842
1.4000	-19.552
1.4250	-19.702
1.4500	-19.253
1.4750	-18.356
1.5000	-17.197
1.5250	-16.001
1.5500	-14.991
1.5750	-14.468
1.6000	-14.543
1.6250	-15.141
1.6500	-16.150
1.6750	-17.347
1.7000	-18.506
1.7250	-19.328
1.7500	-19.665
1.7750	-19.440
1.8000	-18.692
1.8250	-17.608
1.8500	-16.412
1.8750	-15.365
1.9000	-14.692
1.9250	-14.580
1.9500	-14.991
1.9750	-15.851
2.0000	-17.010
2.0250	-18.169
2.0500	-19.104
2.0750	-19.590
2.1000	-19.552
2.1250	-18.954
2.1500	-17.945
2.1750	-16.748
2.2000	-15.590
2.2250	-14.767
2.2500	-14.431
2.2750	-14.655
2.3000	-15.440
2.3250	-16.562
2.3500	-17.795
2.3750	-18.879
2.4000	-19.590
2.4250	-19.739
2.4500	-19.291
2.4750	-18.393
2.5000	-17.234
2.5250	-16.001
2.5500	-15.029
2.5750	-14.543
2.6000	-14.580
2.6250	-15.178
2.6500	-16.150
2.6750	-17.347
2.7000	-18.468
2.7250	-19.291
2.7500	-19.627
2.7750	-19.403
2.8000	-18.618
2.8250	-17.534
2.8500	-16.375
2.8750	-15.328
2.9000	-14.655
2.9250	-14.505
2.9500	-14.954
2.9750	-15.814
3.0000	-17.010
3.0250	-18.206
3.0500	-19.179
3.0750	-19.702
3.1000	-19.665
3.1250	-19.029
3.1500	-18.020
3.1750	-16.786
3.2000	-15.590
