#Angular Position. Run #6
#Time ( s )	Angular Position ( rad )
0.0000	-0.027
0.0250	-0.027
0.0500	-0.027
0.0750	-0.025
0.1000	-0.025
0.1250	-0.025
0.1500	-0.028
0.1750	-0.031
0.2000	-0.033
0.2250	-0.035
0.2500	-0.036
0.2750	-0.038
0.3000	-0.039
0.3250	-0.039
0.3500	-0.039
0.3750	-0.039
0.4000	-0.041
0.4250	-0.044
0.4500	-0.046
0.4750	-0.047
0.5000	-0.050
0.5250	-0.052
0.5500	-0.052
0.5750	-0.052
0.6000	-0.052
0.6250	-0.052
0.6500	-0.050
0.6750	-0.049
0.7000	-0.046
0.7250	-0.046
0.7500	-0.044
0.7750	-0.046
0.8000	-0.052
0.8250	-0.058
0.8500	-0.061
0.8750	-0.064
0.9000	-0.068
0.9250	-0.071
0.9500	-0.072
0.9750	-0.075
1.0000	-0.077
1.0250	-0.080
1.0500	-0.083
1.0750	-0.085
1.1000	-0.088
1.1250	-0.088
1.1500	-0.088
1.1750	-0.086
1.2000	-0.086
1.2250	-0.085
1.2500	-0.083
1.2750	-0.082
1.3000	-0.080
1.3250	-0.079
1.3500	-0.077
1.3750	-0.075
1.4000	-0.072
1.4250	-0.069
1.4500	-0.066
1.4750	-0.063
1.5000	-0.060
1.5250	-0.058
1.5500	-0.057
1.5750	-0.057
1.6000	-0.057
1.6250	-0.058
1.6500	-0.061
1.6750	-0.063
1.7000	-0.063
1.7250	-0.063
1.7500	-0.063
1.7750	-0.063
1.8000	-0.060
1.8250	-0.058
1.8500	-0.057
1.8750	-0.055
1.9000	-0.055
1.9250	-0.053
1.9500	-0.053
1.9750	-0.053
2.0000	-0.053
2.0250	-0.053
2.0500	-0.052
2.0750	-0.052
2.1000	-0.052
2.1250	-0.052
2.1500	-0.050
2.1750	-0.049
2.2000	-0.047
2.2250	-0.046
2.2500	-0.044
2.2750	-0.042
2.3000	-0.039
2.3250	-0.038
2.3500	-0.035
2.3750	-0.033
2.4000	-0.031
2.4250	-0.028
2.4500	-0.027
2.4750	-0.025
2.5000	-0.024
2.5250	-0.022
2.5500	-0.020
2.5750	-0.020
2.6000	-0.022
2.6250	-0.027
2.6500	-0.031
2.6750	-0.036
2.7000	-0.041
2.7250	-0.047
