#Angular Position. Run #8
#Time ( s )	Angular Position ( rad )
0.0000	-1.101
0.0250	-1.101
0.0500	-1.100
0.0750	-1.100
0.1000	-1.095
0.1250	-1.089
0.1500	-1.078
0.1750	-1.062
0.2000	-1.037
0.2250	-1.007
0.2500	-0.975
0.2750	-0.942
0.3000	-0.906
0.3250	-0.869
0.3500	-0.829
0.3750	-0.790
0.4000	-0.749
0.4250	-0.710
0.4500	-0.669
0.4750	-0.630
0.5000	-0.591
0.5250	-0.554
0.5500	-0.517
0.5750	-0.482
0.6000	-0.449
0.6250	-0.416
0.6500	-0.386
0.6750	-0.358
0.7000	-0.330
0.7250	-0.303
0.7500	-0.278
0.7750	-0.256
0.8000	-0.234
0.8250	-0.214
0.8500	-0.195
0.8750	-0.178
0.9000	-0.163
0.9250	-0.149
0.9500	-0.135
0.9750	-0.124
1.0000	-0.113
1.0250	-0.104
1.0500	-0.094
1.0750	-0.086
1.1000	-0.080
1.1250	-0.072
1.1500	-0.068
1.1750	-0.061
1.2000	-0.057
1.2250	-0.052
1.2500	-0.049
1.2750	-0.046
1.3000	-0.042
1.3250	-0.039
1.3500	-0.036
1.3750	-0.033
1.4000	-0.031
1.4250	-0.030
1.4500	-0.028
1.4750	-0.027
1.5000	-0.025
1.5250	-0.024
1.5500	-0.022
1.5750	-0.020
1.6000	-0.020
1.6250	-0.019
1.6500	-0.019
1.6750	-0.019
1.7000	-0.017
1.7250	-0.017
1.7500	-0.017
1.7750	-0.016
1.8000	-0.016
1.8250	-0.016
1.8500	-0.014
1.8750	-0.014
1.9000	-0.014
1.9250	-0.014
1.9500	-0.014
1.9750	-0.014
2.0000	-0.014
2.0250	-0.014
2.0500	-0.013
2.0750	-0.013
2.1000	-0.013
2.1250	-0.013
2.1500	-0.013
2.1750	-0.013
2.2000	-0.013
2.2250	-0.013
2.2500	-0.013
2.2750	-0.013
2.3000	-0.013
2.3250	-0.013
2.3500	-0.013
2.3750	-0.013
2.4000	-0.013
2.4250	-0.013
2.4500	-0.013
2.4750	-0.013
2.5000	-0.013
2.5250	-0.013
2.5500	-0.013
2.5750	-0.013
2.6000	-0.013
2.6250	-0.013
2.6500	-0.013
2.6750	-0.013
2.7000	-0.013
2.7250	-0.013
2.7500	-0.013
2.7750	-0.013
2.8000	-0.013
2.8250	-0.013
2.8500	-0.013
2.8750	-0.013
2.9000	-0.013
2.9250	-0.011
2.9500	-0.011
2.9750	-0.009
3.0000	-0.009
3.0250	-0.008
3.0500	-0.008
3.0750	-0.006
3.1000	-0.005
3.1250	-0.003
3.1500	-0.003
3.1750	-0.002
3.2000	0.000
3.2250	0.000
3.2500	0.000
3.2750	0.002
3.3000	0.002
3.3250	0.003
3.3500	0.003
3.3750	0.003
3.4000	0.003
3.4250	0.003
3.4500	0.003
