#Angular Position. Run #3
#Time ( s )	Angular Position ( rad )
0.0000	0.024
0.0250	0.022
0.0500	0.022
0.0750	0.022
0.1000	0.022
0.1250	0.022
0.1500	0.022
0.1750	0.022
0.2000	0.022
0.2250	0.022
0.2500	0.022
0.2750	0.022
0.3000	0.025
0.3250	0.038
0.3500	0.060
0.3750	0.094
0.4000	0.140
0.4250	0.203
0.4500	0.286
0.4750	0.393
0.5000	0.518
0.5250	0.658
0.5500	0.806
0.5750	0.955
0.6000	1.101
0.6250	1.236
0.6500	1.360
0.6750	1.473
0.7000	1.574
0.7250	1.662
0.7500	1.734
0.7750	1.792
0.8000	1.836
0.8250	1.863
0.8500	1.874
0.8750	1.869
0.9000	1.849
0.9250	1.813
0.9500	1.761
0.9750	1.695
1.0000	1.613
1.0250	1.519
1.0500	1.414
1.0750	1.294
1.1000	1.167
1.1250	1.029
1.1500	0.883
1.1750	0.730
1.2000	0.572
1.2250	0.408
1.2500	0.242
1.2750	0.075
1.3000	-0.093
1.3250	-0.259
1.3500	-0.424
1.3750	-0.584
1.4000	-0.740
1.4250	-0.888
1.4500	-1.029
1.4750	-1.161
1.5000	-1.282
1.5250	-1.392
1.5500	-1.489
1.5750	-1.574
1.6000	-1.646
1.6250	-1.701
1.6500	-1.742
1.6750	-1.769
1.7000	-1.780
1.7250	-1.773
1.7500	-1.753
1.7750	-1.717
1.8000	-1.667
1.8250	-1.601
1.8500	-1.521
1.8750	-1.429
1.9000	-1.326
1.9250	-1.210
1.9500	-1.084
1.9750	-0.949
2.0000	-0.806
2.0250	-0.655
2.0500	-0.501
2.0750	-0.342
2.1000	-0.179
2.1250	-0.016
2.1500	0.149
2.1750	0.311
2.2000	0.471
2.2250	0.627
2.2500	0.778
2.2750	0.920
2.3000	1.057
2.3250	1.184
2.3500	1.301
2.3750	1.407
2.4000	1.502
2.4250	1.583
2.4500	1.651
2.4750	1.704
2.5000	1.745
2.5250	1.769
2.5500	1.778
2.5750	1.773
2.6000	1.753
2.6250	1.717
2.6500	1.667
2.6750	1.602
2.7000	1.527
2.7250	1.437
2.7500	1.335
2.7750	1.224
2.8000	1.101
2.8250	0.971
2.8500	0.833
2.8750	0.686
2.9000	0.537
2.9250	0.383
2.9500	0.225
2.9750	0.068
3.0000	-0.093
3.0250	-0.250
3.0500	-0.404
3.0750	-0.556
3.1000	-0.702
3.1250	-0.842
3.1500	-0.975
3.1750	-1.100
3.2000	-1.214
3.2250	-1.318
3.2500	-1.409
3.2750	-1.489
3.3000	-1.555
3.3250	-1.608
3.3500	-1.646
3.3750	-1.671
3.4000	-1.679
3.4250	-1.676
3.4500	-1.656
3.4750	-1.621
3.5000	-1.572
3.5250	-1.511
3.5500	-1.436
3.5750	-1.349
3.6000	-1.250
3.6250	-1.142
3.6500	-1.024
3.6750	-0.897
3.7000	-0.760
3.7250	-0.619
3.7500	-0.473
3.7750	-0.322
3.8000	-0.170
3.8250	-0.014
3.8500	0.140
3.8750	0.294
3.9000	0.445
3.9250	0.592
3.9500	0.734
3.9750	0.870
4.0000	0.999
4.0250	1.118
4.0500	1.228
4.0750	1.329
4.1000	1.418
4.1250	1.495
4.1500	1.558
4.1750	1.610
4.2000	1.646
4.2250	1.670
4.2500	1.679
4.2750	1.674
4.3000	1.654
4.3250	1.621
4.3500	1.576
4.3750	1.514
4.4000	1.442
4.4250	1.357
4.4500	1.263
4.4750	1.158
4.5000	1.043
4.5250	0.919
4.5500	0.790
4.5750	0.653
4.6000	0.512
4.6250	0.366
4.6500	0.218
4.6750	0.069
4.7000	-0.080
4.7250	-0.228
4.7500	-0.375
4.7750	-0.517
4.8000	-0.655
4.8250	-0.787
4.8500	-0.913
4.8750	-1.030
4.9000	-1.137
4.9250	-1.236
4.9500	-1.323
4.9750	-1.398
5.0000	-1.461
5.0250	-1.510
5.0500	-1.547
5.0750	-1.571
5.1000	-1.579
5.1250	-1.576
5.1500	-1.558
5.1750	-1.525
5.2000	-1.481
5.2250	-1.423
5.2500	-1.352
5.2750	-1.272
5.3000	-1.181
5.3250	-1.078
5.3500	-0.968
5.3750	-0.848
5.4000	-0.721
5.4250	-0.587
5.4500	-0.449
5.4750	-0.308
5.5000	-0.165
5.5250	-0.019
5.5500	0.127
5.5750	0.272
5.6000	0.413
5.6250	0.553
5.6500	0.686
5.6750	0.815
5.7000	0.936
5.7250	1.049
5.7500	1.155
5.7750	1.249
5.8000	1.332
5.8250	1.406
5.8500	1.467
5.8750	1.516
5.9000	1.552
5.9250	1.576
5.9500	1.583
5.9750	1.580
6.0000	1.563
6.0250	1.533
6.0500	1.489
6.0750	1.434
6.1000	1.368
6.1250	1.288
6.1500	1.200
6.1750	1.101
6.2000	0.994
6.2250	0.880
6.2500	0.759
6.2750	0.630
6.3000	0.496
6.3250	0.360
6.3500	0.221
6.3750	0.082
6.4000	-0.060
6.4250	-0.199
6.4500	-0.338
6.4750	-0.471
6.5000	-0.603
6.5250	-0.727
6.5500	-0.845
6.5750	-0.957
6.6000	-1.059
6.6250	-1.151
6.6500	-1.235
6.6750	-1.307
6.7000	-1.368
6.7250	-1.415
6.7500	-1.453
6.7750	-1.477
6.8000	-1.486
6.8250	-1.484
6.8500	-1.469
6.8750	-1.440
6.9000	-1.400
6.9250	-1.346
6.9500	-1.282
6.9750	-1.208
7.0000	-1.122
7.0250	-1.027
7.0500	-0.924
7.0750	-0.811
7.1000	-0.693
7.1250	-0.569
7.1500	-0.440
7.1750	-0.306
7.2000	-0.171
7.2250	-0.033
7.2500	0.104
7.2750	0.239
7.3000	0.374
7.3250	0.504
7.3500	0.631
7.3750	0.752
7.4000	0.867
7.4250	0.975
7.4500	1.074
7.4750	1.167
7.5000	1.247
7.5250	1.318
7.5500	1.376
7.5750	1.425
7.6000	1.459
7.6250	1.483
7.6500	1.494
7.6750	1.492
7.7000	1.478
7.7250	1.451
7.7500	1.412
7.7750	1.362
7.8000	1.301
7.8250	1.228
7.8500	1.147
7.8750	1.056
7.9000	0.955
7.9250	0.848
7.9500	0.735
7.9750	0.616
8.0000	0.492
8.0250	0.364
8.0500	0.234
8.0750	0.102
8.1000	-0.030
8.1250	-0.162
8.1500	-0.292
8.1750	-0.419
8.2000	-0.542
8.2250	-0.660
8.2500	-0.773
8.2750	-0.878
8.3000	-0.975
8.3250	-1.065
8.3500	-1.145
8.3750	-1.214
8.4000	-1.274
8.4250	-1.321
8.4500	-1.357
8.4750	-1.382
8.5000	-1.393
8.5250	-1.395
8.5500	-1.382
8.5750	-1.357
8.6000	-1.321
8.6250	-1.274
8.6500	-1.216
8.6750	-1.147
8.7000	-1.068
8.7250	-0.982
8.7500	-0.886
8.7750	-0.782
8.8000	-0.672
8.8250	-0.556
8.8500	-0.435
8.8750	-0.313
8.9000	-0.185
8.9250	-0.057
8.9500	0.072
8.9750	0.199
9.0000	0.327
9.0250	0.451
9.0500	0.570
9.0750	0.685
9.1000	0.793
9.1250	0.897
9.1500	0.991
9.1750	1.078
9.2000	1.156
9.2250	1.224
9.2500	1.280
9.2750	1.327
9.3000	1.363
9.3250	1.387
9.3500	1.400
9.3750	1.401
9.4000	1.389
9.4250	1.367
9.4500	1.332
9.4750	1.288
9.5000	1.232
9.5250	1.167
9.5500	1.092
9.5750	1.008
9.6000	0.917
9.6250	0.818
9.6500	0.715
9.6750	0.603
9.7000	0.489
9.7250	0.369
9.7500	0.247
9.7750	0.124
9.8000	0.000
9.8250	-0.123
9.8500	-0.245
9.8750	-0.364
9.9000	-0.481
9.9250	-0.592
9.9500	-0.699
9.9750	-0.798
10.0000	-0.892
10.0250	-0.975
10.0500	-1.052
10.0750	-1.120
10.1000	-1.177
10.1250	-1.225
10.1500	-1.261
10.1750	-1.286
10.2000	-1.299
10.2250	-1.302
10.2500	-1.294
10.2750	-1.274
10.3000	-1.243
10.3250	-1.202
10.3500	-1.150
10.3750	-1.087
10.4000	-1.016
10.4250	-0.936
10.4500	-0.848
10.4750	-0.754
10.5000	-0.652
10.5250	-0.545
10.5500	-0.434
10.5750	-0.319
10.6000	-0.201
10.6250	-0.082
10.6500	0.039
10.6750	0.159
10.7000	0.276
10.7250	0.393
10.7500	0.506
10.7750	0.614
10.8000	0.718
10.8250	0.815
10.8500	0.905
10.8750	0.988
10.9000	1.062
10.9250	1.128
10.9500	1.183
10.9750	1.230
11.0000	1.264
11.0250	1.290
11.0500	1.304
11.0750	1.307
11.1000	1.301
11.1250	1.282
11.1500	1.253
11.1750	1.214
11.2000	1.164
11.2250	1.106
11.2500	1.040
11.2750	0.963
11.3000	0.880
11.3250	0.790
11.3500	0.694
11.3750	0.592
11.4000	0.487
11.4250	0.377
11.4500	0.264
11.4750	0.151
11.5000	0.036
11.5250	-0.080
11.5500	-0.193
11.5750	-0.306
11.6000	-0.415
11.6250	-0.520
11.6500	-0.620
11.6750	-0.715
11.7000	-0.804
11.7250	-0.884
11.7500	-0.957
11.7750	-1.023
11.8000	-1.079
11.8250	-1.125
11.8500	-1.162
11.8750	-1.188
11.9000	-1.203
11.9250	-1.208
11.9500	-1.205
11.9750	-1.189
12.0000	-1.162
12.0250	-1.128
12.0500	-1.081
12.0750	-1.027
12.1000	-0.963
12.1250	-0.892
12.1500	-0.812
12.1750	-0.726
12.2000	-0.635
12.2250	-0.536
12.2500	-0.434
12.2750	-0.328
12.3000	-0.220
12.3250	-0.108
12.3500	0.003
12.3750	0.115
12.4000	0.225
12.4250	0.333
12.4500	0.440
12.4750	0.540
12.5000	0.639
12.5250	0.730
12.5500	0.815
12.5750	0.894
12.6000	0.966
12.6250	1.029
12.6500	1.084
12.6750	1.129
12.7000	1.164
12.7250	1.191
12.7500	1.206
12.7750	1.213
12.8000	1.210
12.8250	1.195
12.8500	1.170
12.8750	1.137
12.9000	1.095
12.9250	1.043
12.9500	0.983
12.9750	0.916
13.0000	0.842
13.0250	0.760
13.0500	0.672
13.0750	0.580
13.1000	0.484
13.1250	0.383
13.1500	0.280
13.1750	0.174
13.2000	0.068
13.2250	-0.039
13.2500	-0.145
13.2750	-0.248
13.3000	-0.350
13.3250	-0.448
13.3500	-0.543
13.3750	-0.633
13.4000	-0.716
13.4250	-0.793
13.4500	-0.864
13.4750	-0.925
13.5000	-0.980
13.5250	-1.026
13.5500	-1.063
13.5750	-1.090
13.6000	-1.107
13.6250	-1.115
13.6500	-1.115
13.6750	-1.103
13.7000	-1.082
13.7250	-1.052
13.7500	-1.013
13.7750	-0.966
13.8000	-0.909
13.8250	-0.845
13.8500	-0.774
13.8750	-0.696
13.9000	-0.613
13.9250	-0.523
13.9500	-0.430
13.9750	-0.333
14.0000	-0.232
14.0250	-0.132
14.0500	-0.028
14.0750	0.075
14.1000	0.178
14.1250	0.278
14.1500	0.377
14.1750	0.473
14.2000	0.564
14.2250	0.650
14.2500	0.732
14.2750	0.807
14.3000	0.875
14.3250	0.936
14.3500	0.990
14.3750	1.034
14.4000	1.070
14.4250	1.098
14.4500	1.115
14.4750	1.125
14.5000	1.125
14.5250	1.114
14.5500	1.095
14.5750	1.067
14.6000	1.030
14.6250	0.985
14.6500	0.931
14.6750	0.872
14.7000	0.806
14.7250	0.732
14.7500	0.653
14.7750	0.570
14.8000	0.481
14.8250	0.390
14.8500	0.294
14.8750	0.196
14.9000	0.099
14.9250	0.000
14.9500	-0.097
14.9750	-0.195
15.0000	-0.289
15.0250	-0.382
15.0500	-0.470
15.0750	-0.554
15.1000	-0.633
15.1250	-0.705
15.1500	-0.773
15.1750	-0.834
15.2000	-0.886
15.2250	-0.931
15.2500	-0.968
15.2750	-0.996
15.3000	-1.016
15.3250	-1.026
15.3500	-1.027
15.3750	-1.021
15.4000	-1.005
15.4250	-0.980
15.4500	-0.947
15.4750	-0.905
15.5000	-0.856
15.5250	-0.800
15.5500	-0.737
15.5750	-0.666
15.6000	-0.592
15.6250	-0.511
15.6500	-0.427
15.6750	-0.339
15.7000	-0.247
15.7250	-0.154
15.7500	-0.060
15.7750	0.036
15.8000	0.130
15.8250	0.225
15.8500	0.316
15.8750	0.405
15.9000	0.490
15.9250	0.572
15.9500	0.649
15.9750	0.719
16.0000	0.785
16.0250	0.844
16.0500	0.895
16.0750	0.939
